transaction_id,item_description,transaction_type,merchant
2605,purchase Netflix,purchase,Netflix
2606,withdrawal Amazon,withdrawal,Amazon
2607,withdrawal Online Service,withdrawal,Online Service
2608,withdrawal Online Service,withdrawal,Online Service
2609,transfer Shell,transfer,Shell
2610,purchase Amazon,purchase,Amazon
2611,purchase Shell,purchase,Shell
2612,purchase Amazon,purchase,Amazon
2613,transfer Shell,transfer,Shell
2614,purchase Starbucks,purchase,Starbucks
2615,withdrawal Amazon,withdrawal,Amazon
2616,withdrawal Online Service,withdrawal,Online Service
2617,purchase Starbucks,purchase,Starbucks
2618,withdrawal Starbucks,withdrawal,Starbucks
2619,withdrawal Local Store,withdrawal,Local Store
2620,transfer Local Store,transfer,Local Store
2621,purchase Amazon,purchase,Amazon
2622,transfer Online Service,transfer,Online Service
2623,transfer Online Service,transfer,Online Service
2624,transfer Starbucks,transfer,Starbucks
2625,withdrawal Local Store,withdrawal,Local Store
2626,purchase Walmart,purchase,Walmart
2627,transfer Shell,transfer,Shell
2628,transfer Starbucks,transfer,Starbucks
2629,transfer Walmart,transfer,Walmart
2630,purchase Online Service,purchase,Online Service
2631,transfer Netflix,transfer,Netflix
2632,transfer Amazon,transfer,Amazon
2633,transfer Walmart,transfer,Walmart
2634,purchase Starbucks,purchase,Starbucks
2635,transfer Online Service,transfer,Online Service
2636,purchase Online Service,purchase,Online Service
2637,withdrawal Shell,withdrawal,Shell
2638,transfer Local Store,transfer,Local Store
2639,transfer Netflix,transfer,Netflix
2640,transfer Amazon,transfer,Amazon
2641,transfer Netflix,transfer,Netflix
2642,withdrawal Amazon,withdrawal,Amazon
2643,transfer Walmart,transfer,Walmart
2644,transfer Netflix,transfer,Netflix
2645,transfer Amazon,transfer,Amazon
2646,transfer Local Store,transfer,Local Store
2647,purchase Netflix,purchase,Netflix
2648,transfer Starbucks,transfer,Starbucks
2649,purchase Online Service,purchase,Online Service
2650,transfer Walmart,transfer,Walmart
2651,purchase Online Service,purchase,Online Service
2652,transfer Online Service,transfer,Online Service
2653,withdrawal Starbucks,withdrawal,Starbucks
2654,transfer Walmart,transfer,Walmart
2655,transfer Netflix,transfer,Netflix
2656,transfer Starbucks,transfer,Starbucks
2657,purchase Shell,purchase,Shell
2658,purchase Local Store,purchase,Local Store
2659,purchase Shell,purchase,Shell
2660,transfer Netflix,transfer,Netflix
2661,purchase Amazon,purchase,Amazon
2662,transfer Local Store,transfer,Local Store
2663,transfer Local Store,transfer,Local Store
2664,withdrawal Amazon,withdrawal,Amazon
2665,withdrawal Netflix,withdrawal,Netflix
2666,transfer Amazon,transfer,Amazon
2667,purchase Shell,purchase,Shell
2668,transfer Netflix,transfer,Netflix
2669,withdrawal Online Service,withdrawal,Online Service
2670,withdrawal Netflix,withdrawal,Netflix
2671,transfer Walmart,transfer,Walmart
2672,transfer Local Store,transfer,Local Store
2673,transfer Walmart,transfer,Walmart
2674,transfer Local Store,transfer,Local Store
2675,purchase Amazon,purchase,Amazon
2676,transfer Shell,transfer,Shell
2677,purchase Netflix,purchase,Netflix
2678,withdrawal Netflix,withdrawal,Netflix
2679,withdrawal Walmart,withdrawal,Walmart
2680,transfer Netflix,transfer,Netflix
2681,transfer Local Store,transfer,Local Store
2682,purchase Amazon,purchase,Amazon
2683,withdrawal Amazon,withdrawal,Amazon
2684,withdrawal Online Service,withdrawal,Online Service
2685,withdrawal Online Service,withdrawal,Online Service
2686,transfer Online Service,transfer,Online Service
2687,withdrawal Local Store,withdrawal,Local Store
2688,transfer Amazon,transfer,Amazon
2689,purchase Local Store,purchase,Local Store
2690,withdrawal Shell,withdrawal,Shell
2691,purchase Shell,purchase,Shell
2692,purchase Walmart,purchase,Walmart
2693,withdrawal Walmart,withdrawal,Walmart
2694,purchase Amazon,purchase,Amazon
2695,withdrawal Online Service,withdrawal,Online Service
2696,withdrawal Starbucks,withdrawal,Starbucks
2697,withdrawal Amazon,withdrawal,Amazon
2698,purchase Online Service,purchase,Online Service
2699,transfer Shell,transfer,Shell
2700,purchase Starbucks,purchase,Starbucks
2701,withdrawal Walmart,withdrawal,Walmart
2702,withdrawal Amazon,withdrawal,Amazon
2703,purchase Local Store,purchase,Local Store
2704,transfer Amazon,transfer,Amazon
2705,purchase Amazon,purchase,Amazon
2706,purchase Walmart,purchase,Walmart
2707,transfer Netflix,transfer,Netflix
2708,withdrawal Netflix,withdrawal,Netflix
2709,withdrawal Starbucks,withdrawal,Starbucks
2710,withdrawal Local Store,withdrawal,Local Store
2711,withdrawal Online Service,withdrawal,Online Service
2712,withdrawal Local Store,withdrawal,Local Store
2713,purchase Starbucks,purchase,Starbucks
2714,transfer Local Store,transfer,Local Store
2715,transfer Shell,transfer,Shell
2716,transfer Walmart,transfer,Walmart
2717,purchase Netflix,purchase,Netflix
2718,purchase Online Service,purchase,Online Service
2719,purchase Netflix,purchase,Netflix
2720,withdrawal Online Service,withdrawal,Online Service
2721,transfer Starbucks,transfer,Starbucks
2722,purchase Local Store,purchase,Local Store
2723,withdrawal Online Service,withdrawal,Online Service
2724,purchase Netflix,purchase,Netflix
2725,purchase Amazon,purchase,Amazon
2726,purchase Amazon,purchase,Amazon
2727,transfer Netflix,transfer,Netflix
2728,purchase Netflix,purchase,Netflix
2729,transfer Online Service,transfer,Online Service
2730,purchase Local Store,purchase,Local Store
2731,withdrawal Walmart,withdrawal,Walmart
2732,transfer Walmart,transfer,Walmart
2733,purchase Starbucks,purchase,Starbucks
2734,withdrawal Shell,withdrawal,Shell
2735,transfer Local Store,transfer,Local Store
2736,transfer Amazon,transfer,Amazon
2737,purchase Netflix,purchase,Netflix
2738,withdrawal Netflix,withdrawal,Netflix
2739,withdrawal Netflix,withdrawal,Netflix
2740,withdrawal Online Service,withdrawal,Online Service
2741,purchase Starbucks,purchase,Starbucks
2742,withdrawal Walmart,withdrawal,Walmart
2743,purchase Local Store,purchase,Local Store
2744,transfer Walmart,transfer,Walmart
2745,transfer Walmart,transfer,Walmart
2746,transfer Starbucks,transfer,Starbucks
2747,purchase Online Service,purchase,Online Service
2748,withdrawal Online Service,withdrawal,Online Service
2749,purchase Netflix,purchase,Netflix
2750,purchase Local Store,purchase,Local Store
2751,purchase Walmart,purchase,Walmart
2752,transfer Walmart,transfer,Walmart
2753,transfer Local Store,transfer,Local Store
2754,withdrawal Starbucks,withdrawal,Starbucks
2755,withdrawal Starbucks,withdrawal,Starbucks
2756,withdrawal Amazon,withdrawal,Amazon
2757,withdrawal Local Store,withdrawal,Local Store
2758,transfer Online Service,transfer,Online Service
2759,purchase Shell,purchase,Shell
2760,transfer Starbucks,transfer,Starbucks
2761,transfer Shell,transfer,Shell
2762,withdrawal Walmart,withdrawal,Walmart
2763,purchase Amazon,purchase,Amazon
2764,withdrawal Shell,withdrawal,Shell
2765,transfer Amazon,transfer,Amazon
2766,withdrawal Local Store,withdrawal,Local Store
2767,transfer Online Service,transfer,Online Service
2768,purchase Local Store,purchase,Local Store
2769,withdrawal Online Service,withdrawal,Online Service
2770,withdrawal Netflix,withdrawal,Netflix
2771,purchase Online Service,purchase,Online Service
2772,transfer Amazon,transfer,Amazon
2773,withdrawal Starbucks,withdrawal,Starbucks
2774,withdrawal Online Service,withdrawal,Online Service
2775,purchase Starbucks,purchase,Starbucks
2776,transfer Amazon,transfer,Amazon
2777,purchase Online Service,purchase,Online Service
2778,purchase Starbucks,purchase,Starbucks
2779,withdrawal Local Store,withdrawal,Local Store
2780,purchase Starbucks,purchase,Starbucks
2781,transfer Walmart,transfer,Walmart
2782,transfer Online Service,transfer,Online Service
2783,transfer Starbucks,transfer,Starbucks
2784,withdrawal Local Store,withdrawal,Local Store
2785,withdrawal Shell,withdrawal,Shell
2786,purchase Netflix,purchase,Netflix
2787,transfer Online Service,transfer,Online Service
2788,withdrawal Walmart,withdrawal,Walmart
2789,withdrawal Amazon,withdrawal,Amazon
2790,purchase Local Store,purchase,Local Store
2791,withdrawal Walmart,withdrawal,Walmart
2792,withdrawal Local Store,withdrawal,Local Store
2793,purchase Amazon,purchase,Amazon
2794,withdrawal Starbucks,withdrawal,Starbucks
2795,purchase Starbucks,purchase,Starbucks
2796,purchase Shell,purchase,Shell
2797,purchase Starbucks,purchase,Starbucks
2798,withdrawal Amazon,withdrawal,Amazon
2799,withdrawal Walmart,withdrawal,Walmart
2800,transfer Local Store,transfer,Local Store
2801,transfer Shell,transfer,Shell
2802,purchase Starbucks,purchase,Starbucks
2803,transfer Starbucks,transfer,Starbucks
2804,transfer Shell,transfer,Shell
2805,withdrawal Amazon,withdrawal,Amazon
2806,transfer Walmart,transfer,Walmart
2807,withdrawal Local Store,withdrawal,Local Store
2808,purchase Online Service,purchase,Online Service
2809,transfer Amazon,transfer,Amazon
2810,withdrawal Walmart,withdrawal,Walmart
2811,withdrawal Starbucks,withdrawal,Starbucks
2812,purchase Starbucks,purchase,Starbucks
2813,purchase Walmart,purchase,Walmart
2814,purchase Starbucks,purchase,Starbucks
2815,withdrawal Walmart,withdrawal,Walmart
2816,withdrawal Starbucks,withdrawal,Starbucks
2817,transfer Online Service,transfer,Online Service
2818,purchase Amazon,purchase,Amazon
2819,transfer Online Service,transfer,Online Service
2820,transfer Local Store,transfer,Local Store
2821,withdrawal Walmart,withdrawal,Walmart
2822,purchase Starbucks,purchase,Starbucks
2823,purchase Walmart,purchase,Walmart
2824,purchase Shell,purchase,Shell
2825,withdrawal Walmart,withdrawal,Walmart
2826,purchase Starbucks,purchase,Starbucks
2827,transfer Online Service,transfer,Online Service
2828,purchase Starbucks,purchase,Starbucks
2829,transfer Shell,transfer,Shell
2830,transfer Shell,transfer,Shell
2831,withdrawal Local Store,withdrawal,Local Store
2832,purchase Starbucks,purchase,Starbucks
2833,transfer Online Service,transfer,Online Service
2834,purchase Online Service,purchase,Online Service
2835,purchase Shell,purchase,Shell
2836,purchase Online Service,purchase,Online Service
2837,purchase Amazon,purchase,Amazon
2838,transfer Local Store,transfer,Local Store
2839,withdrawal Shell,withdrawal,Shell
2840,transfer Netflix,transfer,Netflix
2841,withdrawal Local Store,withdrawal,Local Store
2842,purchase Starbucks,purchase,Starbucks
2843,transfer Local Store,transfer,Local Store
2844,transfer Shell,transfer,Shell
2845,purchase Netflix,purchase,Netflix
2846,withdrawal Local Store,withdrawal,Local Store
2847,withdrawal Netflix,withdrawal,Netflix
2848,purchase Amazon,purchase,Amazon
2849,withdrawal Amazon,withdrawal,Amazon
2850,purchase Starbucks,purchase,Starbucks
2851,withdrawal Walmart,withdrawal,Walmart
2852,purchase Walmart,purchase,Walmart
2853,transfer Amazon,transfer,Amazon
2854,purchase Online Service,purchase,Online Service
2855,withdrawal Amazon,withdrawal,Amazon
2856,purchase Walmart,purchase,Walmart
2857,withdrawal Shell,withdrawal,Shell
2858,purchase Amazon,purchase,Amazon
2859,transfer Netflix,transfer,Netflix
2860,withdrawal Shell,withdrawal,Shell
2861,purchase Shell,purchase,Shell
2862,purchase Walmart,purchase,Walmart
2863,withdrawal Amazon,withdrawal,Amazon
2864,withdrawal Starbucks,withdrawal,Starbucks
2865,transfer Starbucks,transfer,Starbucks
2866,transfer Amazon,transfer,Amazon
2867,purchase Starbucks,purchase,Starbucks
2868,transfer Netflix,transfer,Netflix
2869,transfer Walmart,transfer,Walmart
2870,withdrawal Shell,withdrawal,Shell
2871,withdrawal Walmart,withdrawal,Walmart
2872,withdrawal Starbucks,withdrawal,Starbucks
2873,transfer Walmart,transfer,Walmart
2874,withdrawal Shell,withdrawal,Shell
2875,transfer Amazon,transfer,Amazon
2876,transfer Starbucks,transfer,Starbucks
2877,withdrawal Amazon,withdrawal,Amazon
2878,transfer Amazon,transfer,Amazon
2879,transfer Netflix,transfer,Netflix
2880,purchase Online Service,purchase,Online Service
2881,transfer Starbucks,transfer,Starbucks
2882,purchase Shell,purchase,Shell
2883,withdrawal Local Store,withdrawal,Local Store
2884,withdrawal Netflix,withdrawal,Netflix
2885,purchase Online Service,purchase,Online Service
2886,withdrawal Amazon,withdrawal,Amazon
2887,transfer Starbucks,transfer,Starbucks
2888,purchase Online Service,purchase,Online Service
2889,transfer Amazon,transfer,Amazon
2890,purchase Amazon,purchase,Amazon
2891,transfer Online Service,transfer,Online Service
2892,purchase Starbucks,purchase,Starbucks
2893,transfer Amazon,transfer,Amazon
2894,transfer Local Store,transfer,Local Store
2895,transfer Netflix,transfer,Netflix
2896,purchase Starbucks,purchase,Starbucks
2897,transfer Online Service,transfer,Online Service
2898,transfer Walmart,transfer,Walmart
2899,purchase Local Store,purchase,Local Store
2900,transfer Amazon,transfer,Amazon
2901,purchase Walmart,purchase,Walmart
2902,purchase Online Service,purchase,Online Service
2903,withdrawal Local Store,withdrawal,Local Store
2904,purchase Amazon,purchase,Amazon
2905,transfer Starbucks,transfer,Starbucks
2906,transfer Walmart,transfer,Walmart
2907,transfer Local Store,transfer,Local Store
2908,purchase Shell,purchase,Shell
2909,withdrawal Shell,withdrawal,Shell
2910,withdrawal Starbucks,withdrawal,Starbucks
2911,transfer Shell,transfer,Shell
2912,purchase Local Store,purchase,Local Store
2913,transfer Amazon,transfer,Amazon
2914,withdrawal Shell,withdrawal,Shell
2915,purchase Netflix,purchase,Netflix
2916,transfer Netflix,transfer,Netflix
2917,withdrawal Local Store,withdrawal,Local Store
2918,purchase Online Service,purchase,Online Service
2919,withdrawal Local Store,withdrawal,Local Store
2920,withdrawal Online Service,withdrawal,Online Service
2921,transfer Amazon,transfer,Amazon
2922,purchase Local Store,purchase,Local Store
2923,withdrawal Shell,withdrawal,Shell
2924,purchase Netflix,purchase,Netflix
2925,withdrawal Netflix,withdrawal,Netflix
2926,transfer Amazon,transfer,Amazon
2927,purchase Shell,purchase,Shell
2928,withdrawal Online Service,withdrawal,Online Service
2929,transfer Starbucks,transfer,Starbucks
2930,purchase Starbucks,purchase,Starbucks
2931,withdrawal Online Service,withdrawal,Online Service
2932,withdrawal Walmart,withdrawal,Walmart
2933,withdrawal Local Store,withdrawal,Local Store
2934,transfer Amazon,transfer,Amazon
2935,transfer Netflix,transfer,Netflix
2936,transfer Walmart,transfer,Walmart
2937,purchase Starbucks,purchase,Starbucks
2938,purchase Amazon,purchase,Amazon
2939,purchase Netflix,purchase,Netflix
2940,transfer Online Service,transfer,Online Service
2941,withdrawal Walmart,withdrawal,Walmart
2942,transfer Amazon,transfer,Amazon
2943,purchase Netflix,purchase,Netflix
2944,transfer Local Store,transfer,Local Store
2945,withdrawal Walmart,withdrawal,Walmart
2946,purchase Online Service,purchase,Online Service
2947,transfer Walmart,transfer,Walmart
2948,purchase Shell,purchase,Shell
2949,purchase Online Service,purchase,Online Service
2950,transfer Shell,transfer,Shell
2951,transfer Amazon,transfer,Amazon
2952,withdrawal Amazon,withdrawal,Amazon
2953,withdrawal Starbucks,withdrawal,Starbucks
2954,transfer Amazon,transfer,Amazon
2955,transfer Starbucks,transfer,Starbucks
2956,withdrawal Netflix,withdrawal,Netflix
2957,transfer Netflix,transfer,Netflix
2958,withdrawal Online Service,withdrawal,Online Service
2959,withdrawal Local Store,withdrawal,Local Store
2960,withdrawal Local Store,withdrawal,Local Store
2961,withdrawal Shell,withdrawal,Shell
2962,transfer Netflix,transfer,Netflix
2963,withdrawal Starbucks,withdrawal,Starbucks
2964,purchase Netflix,purchase,Netflix
2965,withdrawal Online Service,withdrawal,Online Service
2966,withdrawal Walmart,withdrawal,Walmart
2967,withdrawal Shell,withdrawal,Shell
2968,transfer Starbucks,transfer,Starbucks
2969,purchase Netflix,purchase,Netflix
2970,withdrawal Amazon,withdrawal,Amazon
2971,purchase Amazon,purchase,Amazon
2972,purchase Netflix,purchase,Netflix
2973,withdrawal Online Service,withdrawal,Online Service
2974,purchase Amazon,purchase,Amazon
2975,transfer Starbucks,transfer,Starbucks
2976,transfer Local Store,transfer,Local Store
2977,withdrawal Amazon,withdrawal,Amazon
2978,withdrawal Local Store,withdrawal,Local Store
2979,withdrawal Netflix,withdrawal,Netflix
2980,withdrawal Local Store,withdrawal,Local Store
2981,transfer Shell,transfer,Shell
2982,withdrawal Shell,withdrawal,Shell
2983,withdrawal Local Store,withdrawal,Local Store
2984,withdrawal Online Service,withdrawal,Online Service
2985,transfer Local Store,transfer,Local Store
2986,purchase Walmart,purchase,Walmart
2987,purchase Walmart,purchase,Walmart
2988,withdrawal Shell,withdrawal,Shell
2989,purchase Shell,purchase,Shell
2990,transfer Local Store,transfer,Local Store
2991,purchase Amazon,purchase,Amazon
2992,purchase Amazon,purchase,Amazon
2993,withdrawal Shell,withdrawal,Shell
2994,transfer Local Store,transfer,Local Store
2995,withdrawal Walmart,withdrawal,Walmart
2996,purchase Shell,purchase,Shell
2997,withdrawal Netflix,withdrawal,Netflix
2998,purchase Amazon,purchase,Amazon
2999,withdrawal Amazon,withdrawal,Amazon
3000,withdrawal Online Service,withdrawal,Online Service
3001,withdrawal Shell,withdrawal,Shell
3002,withdrawal Local Store,withdrawal,Local Store
3003,withdrawal Amazon,withdrawal,Amazon
3004,withdrawal Amazon,withdrawal,Amazon
3005,transfer Starbucks,transfer,Starbucks
3006,purchase Starbucks,purchase,Starbucks
3007,transfer Starbucks,transfer,Starbucks
3008,withdrawal Online Service,withdrawal,Online Service
3009,withdrawal Amazon,withdrawal,Amazon
3010,withdrawal Amazon,withdrawal,Amazon
3011,withdrawal Shell,withdrawal,Shell
3012,transfer Amazon,transfer,Amazon
3013,withdrawal Shell,withdrawal,Shell
3014,transfer Local Store,transfer,Local Store
3015,transfer Shell,transfer,Shell
3016,transfer Online Service,transfer,Online Service
3017,withdrawal Walmart,withdrawal,Walmart
3018,withdrawal Amazon,withdrawal,Amazon
3019,transfer Starbucks,transfer,Starbucks
3020,withdrawal Local Store,withdrawal,Local Store
3021,withdrawal Netflix,withdrawal,Netflix
3022,purchase Amazon,purchase,Amazon
3023,transfer Amazon,transfer,Amazon
3024,purchase Local Store,purchase,Local Store
3025,transfer Shell,transfer,Shell
3026,transfer Walmart,transfer,Walmart
3027,transfer Starbucks,transfer,Starbucks
3028,transfer Online Service,transfer,Online Service
3029,withdrawal Shell,withdrawal,Shell
3030,purchase Amazon,purchase,Amazon
3031,transfer Netflix,transfer,Netflix
3032,withdrawal Walmart,withdrawal,Walmart
3033,transfer Walmart,transfer,Walmart
3034,withdrawal Walmart,withdrawal,Walmart
3035,withdrawal Amazon,withdrawal,Amazon
3036,transfer Starbucks,transfer,Starbucks
3037,withdrawal Netflix,withdrawal,Netflix
3038,transfer Starbucks,transfer,Starbucks
3039,transfer Netflix,transfer,Netflix
3040,transfer Netflix,transfer,Netflix
3041,transfer Local Store,transfer,Local Store
3042,transfer Shell,transfer,Shell
3043,transfer Starbucks,transfer,Starbucks
3044,transfer Amazon,transfer,Amazon
3045,transfer Walmart,transfer,Walmart
3046,transfer Shell,transfer,Shell
3047,withdrawal Online Service,withdrawal,Online Service
3048,transfer Starbucks,transfer,Starbucks
3049,withdrawal Starbucks,withdrawal,Starbucks
3050,purchase Walmart,purchase,Walmart
3051,transfer Starbucks,transfer,Starbucks
3052,withdrawal Walmart,withdrawal,Walmart
3053,transfer Shell,transfer,Shell
3054,withdrawal Online Service,withdrawal,Online Service
3055,transfer Shell,transfer,Shell
3056,purchase Online Service,purchase,Online Service
3057,withdrawal Amazon,withdrawal,Amazon
3058,withdrawal Online Service,withdrawal,Online Service
3059,purchase Walmart,purchase,Walmart
3060,withdrawal Shell,withdrawal,Shell
3061,withdrawal Shell,withdrawal,Shell
3062,transfer Local Store,transfer,Local Store
3063,transfer Netflix,transfer,Netflix
3064,purchase Local Store,purchase,Local Store
3065,purchase Netflix,purchase,Netflix
3066,transfer Amazon,transfer,Amazon
3067,purchase Shell,purchase,Shell
3068,transfer Amazon,transfer,Amazon
3069,withdrawal Online Service,withdrawal,Online Service
3070,purchase Amazon,purchase,Amazon
3071,transfer Shell,transfer,Shell
3072,withdrawal Walmart,withdrawal,Walmart
3073,purchase Online Service,purchase,Online Service
3074,transfer Local Store,transfer,Local Store
3075,purchase Shell,purchase,Shell
3076,transfer Online Service,transfer,Online Service
3077,withdrawal Starbucks,withdrawal,Starbucks
3078,transfer Local Store,transfer,Local Store
3079,purchase Starbucks,purchase,Starbucks
3080,purchase Local Store,purchase,Local Store
3081,withdrawal Netflix,withdrawal,Netflix
3082,purchase Shell,purchase,Shell
3083,transfer Amazon,transfer,Amazon
3084,withdrawal Online Service,withdrawal,Online Service
3085,purchase Local Store,purchase,Local Store
3086,purchase Walmart,purchase,Walmart
3087,purchase Local Store,purchase,Local Store
3088,transfer Amazon,transfer,Amazon
3089,transfer Online Service,transfer,Online Service
3090,transfer Amazon,transfer,Amazon
3091,transfer Netflix,transfer,Netflix
3092,withdrawal Amazon,withdrawal,Amazon
3093,transfer Walmart,transfer,Walmart
3094,purchase Netflix,purchase,Netflix
3095,purchase Local Store,purchase,Local Store
3096,transfer Shell,transfer,Shell
3097,withdrawal Walmart,withdrawal,Walmart
3098,transfer Shell,transfer,Shell
3099,transfer Amazon,transfer,Amazon
3100,withdrawal Starbucks,withdrawal,Starbucks
3101,withdrawal Online Service,withdrawal,Online Service
3102,purchase Starbucks,purchase,Starbucks
3103,transfer Shell,transfer,Shell
3104,transfer Online Service,transfer,Online Service
3105,transfer Amazon,transfer,Amazon
3106,transfer Netflix,transfer,Netflix
3107,transfer Shell,transfer,Shell
3108,withdrawal Amazon,withdrawal,Amazon
3109,purchase Online Service,purchase,Online Service
3110,withdrawal Shell,withdrawal,Shell
3111,withdrawal Online Service,withdrawal,Online Service
3112,transfer Online Service,transfer,Online Service
3113,withdrawal Starbucks,withdrawal,Starbucks
3114,transfer Online Service,transfer,Online Service
3115,transfer Shell,transfer,Shell
3116,withdrawal Shell,withdrawal,Shell
3117,transfer Amazon,transfer,Amazon
3118,withdrawal Local Store,withdrawal,Local Store
3119,purchase Amazon,purchase,Amazon
3120,purchase Netflix,purchase,Netflix
3121,withdrawal Starbucks,withdrawal,Starbucks
3122,purchase Starbucks,purchase,Starbucks
3123,withdrawal Starbucks,withdrawal,Starbucks
3124,purchase Walmart,purchase,Walmart
3125,purchase Netflix,purchase,Netflix
3126,purchase Shell,purchase,Shell
3127,purchase Shell,purchase,Shell
3128,purchase Netflix,purchase,Netflix
3129,withdrawal Amazon,withdrawal,Amazon
3130,purchase Amazon,purchase,Amazon
3131,withdrawal Walmart,withdrawal,Walmart
3132,transfer Amazon,transfer,Amazon
3133,transfer Online Service,transfer,Online Service
3134,withdrawal Local Store,withdrawal,Local Store
3135,withdrawal Local Store,withdrawal,Local Store
3136,purchase Local Store,purchase,Local Store
3137,withdrawal Walmart,withdrawal,Walmart
3138,purchase Starbucks,purchase,Starbucks
3139,transfer Online Service,transfer,Online Service
3140,transfer Online Service,transfer,Online Service
3141,withdrawal Walmart,withdrawal,Walmart
3142,transfer Local Store,transfer,Local Store
3143,transfer Online Service,transfer,Online Service
3144,purchase Amazon,purchase,Amazon
3145,withdrawal Online Service,withdrawal,Online Service
3146,purchase Walmart,purchase,Walmart
3147,withdrawal Local Store,withdrawal,Local Store
3148,purchase Starbucks,purchase,Starbucks
3149,purchase Netflix,purchase,Netflix
3150,transfer Shell,transfer,Shell
3151,withdrawal Online Service,withdrawal,Online Service
3152,transfer Local Store,transfer,Local Store
3153,transfer Online Service,transfer,Online Service
3154,transfer Walmart,transfer,Walmart
3155,withdrawal Amazon,withdrawal,Amazon
3156,withdrawal Online Service,withdrawal,Online Service
3157,withdrawal Starbucks,withdrawal,Starbucks
3158,transfer Amazon,transfer,Amazon
3159,transfer Amazon,transfer,Amazon
3160,purchase Online Service,purchase,Online Service
3161,transfer Walmart,transfer,Walmart
3162,transfer Shell,transfer,Shell
3163,withdrawal Starbucks,withdrawal,Starbucks
3164,transfer Shell,transfer,Shell
3165,withdrawal Amazon,withdrawal,Amazon
3166,transfer Shell,transfer,Shell
3167,purchase Netflix,purchase,Netflix
3168,transfer Local Store,transfer,Local Store
3169,purchase Local Store,purchase,Local Store
3170,purchase Online Service,purchase,Online Service
3171,purchase Amazon,purchase,Amazon
3172,transfer Starbucks,transfer,Starbucks
3173,transfer Shell,transfer,Shell
3174,transfer Starbucks,transfer,Starbucks
3175,purchase Amazon,purchase,Amazon
3176,transfer Local Store,transfer,Local Store
3177,purchase Walmart,purchase,Walmart
3178,purchase Starbucks,purchase,Starbucks
3179,transfer Starbucks,transfer,Starbucks
3180,withdrawal Netflix,withdrawal,Netflix
3181,withdrawal Online Service,withdrawal,Online Service
3182,transfer Shell,transfer,Shell
3183,transfer Starbucks,transfer,Starbucks
3184,transfer Starbucks,transfer,Starbucks
3185,purchase Local Store,purchase,Local Store
3186,transfer Local Store,transfer,Local Store
3187,purchase Online Service,purchase,Online Service
3188,purchase Shell,purchase,Shell
3189,purchase Walmart,purchase,Walmart
3190,withdrawal Amazon,withdrawal,Amazon
3191,withdrawal Online Service,withdrawal,Online Service
3192,transfer Walmart,transfer,Walmart
3193,withdrawal Shell,withdrawal,Shell
3194,purchase Amazon,purchase,Amazon
3195,purchase Online Service,purchase,Online Service
3196,purchase Netflix,purchase,Netflix
3197,transfer Starbucks,transfer,Starbucks
3198,withdrawal Amazon,withdrawal,Amazon
3199,purchase Amazon,purchase,Amazon
3200,transfer Starbucks,transfer,Starbucks
3201,withdrawal Shell,withdrawal,Shell
3202,transfer Local Store,transfer,Local Store
3203,withdrawal Starbucks,withdrawal,Starbucks
3204,purchase Online Service,purchase,Online Service
3205,withdrawal Netflix,withdrawal,Netflix
3206,withdrawal Starbucks,withdrawal,Starbucks
3207,transfer Amazon,transfer,Amazon
3208,purchase Walmart,purchase,Walmart
3209,purchase Starbucks,purchase,Starbucks
3210,purchase Netflix,purchase,Netflix
3211,purchase Shell,purchase,Shell
3212,withdrawal Online Service,withdrawal,Online Service
3213,withdrawal Walmart,withdrawal,Walmart
3214,purchase Amazon,purchase,Amazon
3215,transfer Starbucks,transfer,Starbucks
3216,purchase Starbucks,purchase,Starbucks
3217,withdrawal Amazon,withdrawal,Amazon
3218,purchase Amazon,purchase,Amazon
3219,transfer Online Service,transfer,Online Service
3220,purchase Amazon,purchase,Amazon
3221,withdrawal Netflix,withdrawal,Netflix
3222,withdrawal Netflix,withdrawal,Netflix
3223,purchase Walmart,purchase,Walmart
3224,purchase Amazon,purchase,Amazon
3225,withdrawal Shell,withdrawal,Shell
3226,withdrawal Starbucks,withdrawal,Starbucks
3227,purchase Netflix,purchase,Netflix
3228,withdrawal Amazon,withdrawal,Amazon
3229,purchase Netflix,purchase,Netflix
3230,transfer Local Store,transfer,Local Store
3231,purchase Amazon,purchase,Amazon
3232,withdrawal Amazon,withdrawal,Amazon
3233,purchase Netflix,purchase,Netflix
3234,purchase Amazon,purchase,Amazon
3235,transfer Local Store,transfer,Local Store
3236,transfer Starbucks,transfer,Starbucks
3237,transfer Shell,transfer,Shell
3238,withdrawal Netflix,withdrawal,Netflix
3239,purchase Walmart,purchase,Walmart
3240,withdrawal Amazon,withdrawal,Amazon
3241,purchase Netflix,purchase,Netflix
3242,withdrawal Walmart,withdrawal,Walmart
3243,transfer Starbucks,transfer,Starbucks
3244,transfer Amazon,transfer,Amazon
3245,transfer Netflix,transfer,Netflix
3246,purchase Local Store,purchase,Local Store
3247,withdrawal Shell,withdrawal,Shell
3248,withdrawal Starbucks,withdrawal,Starbucks
3249,purchase Shell,purchase,Shell
3250,withdrawal Online Service,withdrawal,Online Service
3251,transfer Netflix,transfer,Netflix
3252,withdrawal Local Store,withdrawal,Local Store
3253,purchase Starbucks,purchase,Starbucks
3254,transfer Starbucks,transfer,Starbucks
3255,withdrawal Walmart,withdrawal,Walmart
3256,purchase Shell,purchase,Shell
3257,withdrawal Shell,withdrawal,Shell
3258,withdrawal Walmart,withdrawal,Walmart
